#{"t_start": 1783351590.113035, "env_id": "CartPole-v1"}
r,l,t
10.0,10,4.191065
11.0,11,4.193143
11.0,11,4.196509
9.0,9,4.198014
9.0,9,4.199513
12.0,12,4.201601
10.0,10,4.204734
9.0,9,4.206196
11.0,11,4.208218
10.0,10,4.209841
12.0,12,4.21334
11.0,11,4.215349
11.0,11,4.217424
12.0,12,4.2203
11.0,11,4.223459
13.0,13,4.225733
12.0,12,4.227903
9.0,9,4.229392
9.0,9,4.232071
10.0,10,4.234099
10.0,10,4.235667
9.0,9,4.237517
11.0,11,4.240268
10.0,10,4.242227
10.0,10,4.243873
14.0,14,4.246671
10.0,10,4.249407
10.0,10,4.251394
13.0,13,4.253624
11.0,11,4.255689
9.0,9,4.25833
11.0,11,4.260374
10.0,10,4.261909
10.0,10,4.263855
12.0,12,4.267052
10.0,10,4.268528
11.0,11,4.270578
9.0,9,4.272031
9.0,9,4.275021
12.0,12,4.277215
13.0,13,4.279438
12.0,12,4.281606
10.0,10,4.284464
10.0,10,4.286358
11.0,11,4.288399
11.0,11,4.289963
10.0,10,4.293025
10.0,10,4.294622
10.0,10,4.29663
12.0,12,4.298685
13.0,13,4.302305
11.0,11,4.304351
11.0,11,4.306412
11.0,11,4.30805
11.0,11,4.311273
12.0,12,4.313381
11.0,11,4.315453
10.0,10,4.31717
12.0,12,4.320388
13.0,13,4.32299
13.0,13,4.325844
10.0,10,4.327351
13.0,13,4.331114
13.0,13,4.333432
11.0,11,4.335517
13.0,13,4.337692
11.0,11,4.340928
12.0,12,4.343012
13.0,13,4.345214
11.0,11,4.347245
11.0,11,4.350092
11.0,11,4.352213
13.0,13,4.35448
12.0,12,4.356635
13.0,13,4.360403
11.0,11,4.36198
13.0,13,4.364502
13.0,13,4.366842
13.0,13,4.370172
13.0,13,4.372329
14.0,14,4.37501
11.0,11,4.377064
11.0,11,4.379722
12.0,12,4.381847
11.0,11,4.38402
12.0,12,4.386192
11.0,11,4.389393
13.0,13,4.391637
12.0,12,4.393761
12.0,12,4.395886
13.0,13,4.39926
11.0,11,4.401396
10.0,10,4.403364
11.0,11,4.405001
10.0,10,4.408116
13.0,13,4.410343
10.0,10,4.412369
14.0,14,4.41459
15.0,15,4.418536
13.0,13,4.420661
14.0,14,4.423247
15.0,15,4.425545
15.0,15,4.430511
14.0,14,4.433264
10.0,10,4.434849
14.0,14,4.437494
10.0,10,4.440284
10.0,10,4.442198
14.0,14,4.444618
13.0,13,4.44678
13.0,13,4.450564
14.0,14,4.452844
12.0,12,4.454975
14.0,14,4.457637
12.0,12,4.461042
14.0,14,4.46334
10.0,10,4.465344
10.0,10,4.466917
10.0,10,4.470105
10.0,10,4.471649
11.0,11,4.473687
11.0,11,4.4757
12.0,12,4.479098
11.0,11,4.48077
12.0,12,4.482865
15.0,15,4.485597
11.0,11,4.488763
13.0,13,4.490967
15.0,15,4.494007
12.0,12,4.496174
14.0,14,4.499662
14.0,14,4.502333
10.0,10,4.503882
14.0,14,4.506557
11.0,11,4.509924
11.0,11,4.511554
14.0,14,4.514219
12.0,12,4.516372
13.0,13,4.519859
13.0,13,4.52204
13.0,13,4.524577
14.0,14,4.52686
15.0,15,4.530805
11.0,11,4.532777
11.0,11,4.534419
14.0,14,4.537732
14.0,14,4.541244
14.0,14,4.543978
14.0,14,4.546243
12.0,12,4.548353
13.0,13,4.552058
10.0,10,4.553575
14.0,14,4.556319
14.0,14,4.558497
16.0,16,4.562503
12.0,12,4.564659
12.0,12,4.566784
13.0,13,4.568969
12.0,12,4.572311
14.0,14,4.574932
14.0,14,4.577411
14.0,14,4.580073
12.0,12,4.58335
11.0,11,4.58545
15.0,15,4.587788
15.0,15,4.59053
16.0,16,4.594666
12.0,12,4.596839
16.0,16,4.599638
14.0,14,4.60225
11.0,11,4.605177
11.0,11,4.607291
12.0,12,4.609625
14.0,14,4.612493
12.0,12,4.61583
12.0,12,4.617953
17.0,17,4.620833
13.0,13,4.623009
13.0,13,4.626627
12.0,12,4.62892
13.0,13,4.631576
13.0,13,4.633779
16.0,16,4.637991
13.0,13,4.640331
15.0,15,4.643932
13.0,13,4.646139
15.0,15,4.65036
14.0,14,4.652671
16.0,16,4.655728
15.0,15,4.658476
16.0,16,4.66311
18.0,18,4.666548
15.0,15,4.668855
16.0,16,4.671898
16.0,16,4.676109
14.0,14,4.679019
13.0,13,4.681284
15.0,15,4.684143
14.0,14,4.687825
14.0,14,4.69061
14.0,14,4.693245
13.0,13,4.695859
13.0,13,4.699441
17.0,17,4.702335
18.0,18,4.705841
12.0,12,4.707894
16.0,16,4.712462
16.0,16,4.715467
17.0,17,4.718543
16.0,16,4.721571
13.0,13,4.725538
16.0,16,4.728813
16.0,16,4.731748
13.0,13,4.733962
16.0,16,4.738266
11.0,11,4.740289
14.0,14,4.744536
12.0,12,4.74694
15.0,15,4.751229
16.0,16,4.754176
14.0,14,4.757043
18.0,18,4.760086
17.0,17,4.765435
17.0,17,4.768453
18.0,18,4.771473
13.0,13,4.774597
16.0,16,4.779032
13.0,13,4.781266
12.0,12,4.783471
15.0,15,4.786225
15.0,15,4.790312
17.0,17,4.794101
16.0,16,4.797012
16.0,16,4.79999
15.0,15,4.80372
17.0,17,4.807434
13.0,13,4.809652
15.0,15,4.812561
11.0,11,4.815536
12.0,12,4.817626
15.0,15,4.820421
17.0,17,4.823559
15.0,15,4.827885
18.0,18,4.831305
20.0,20,4.834903
15.0,15,4.837357
20.0,20,4.842438
14.0,14,4.845335
14.0,14,4.84839
14.0,14,4.851038
19.0,19,4.855959
14.0,14,4.858288
16.0,16,4.861345
14.0,14,4.864101
16.0,16,4.868372
13.0,13,4.870514
18.0,18,4.873568
13.0,13,4.876653
15.0,15,4.881528
19.0,19,4.885086
19.0,19,4.888833
15.0,15,4.891994
16.0,16,4.898191
15.0,15,4.900748
14.0,14,4.903556
20.0,20,4.907227
17.0,17,4.913046
20.0,20,4.917134
23.0,23,4.92133
14.0,14,4.924296
17.0,17,4.930106
18.0,18,4.933191
17.0,17,4.936035
14.0,14,4.938957
15.0,15,4.943559
15.0,15,4.94597
14.0,14,4.948756
15.0,15,4.95143
18.0,18,4.956789
20.0,20,4.960508
15.0,15,4.963273
13.0,13,4.965471
16.0,16,4.969457
18.0,18,4.973086
21.0,21,4.976838
17.0,17,4.979815
15.0,15,4.98398
20.0,20,4.987546
18.0,18,4.990694
20.0,20,4.994295
15.0,15,4.998392
18.0,18,5.001726
18.0,18,5.004777
17.0,17,5.007813
15.0,15,5.012044
16.0,16,5.014964
15.0,15,5.017775
16.0,16,5.020593
16.0,16,5.024923
17.0,17,5.02799
15.0,15,5.030897
18.0,18,5.033914
13.0,13,5.038046
22.0,22,5.041885
21.0,21,5.045801
25.0,25,5.050417
21.0,21,5.055476
17.0,17,5.059389
18.0,18,5.062893
22.0,22,5.06654
16.0,16,5.070657
19.0,19,5.07444
19.0,19,5.078129
19.0,19,5.081132
21.0,21,5.086438
16.0,16,5.089577
17.0,17,5.092531
19.0,19,5.096273
19.0,19,5.100501
16.0,16,5.103286
20.0,20,5.107093
19.0,19,5.110954
20.0,20,5.11593
22.0,22,5.120283
18.0,18,5.123769
21.0,21,5.128137
18.0,18,5.133831
23.0,23,5.138872
23.0,23,5.143506
20.0,20,5.147642
17.0,17,5.152642
17.0,17,5.156031
18.0,18,5.159765
19.0,19,5.165249
24.0,24,5.173124
18.0,18,5.17726
19.0,19,5.180744
22.0,22,5.185029
18.0,18,5.189647
23.0,23,5.194163
22.0,22,5.198859
21.0,21,5.202526
17.0,17,5.207203
27.0,27,5.212779
17.0,17,5.215647
22.0,22,5.21962
26.0,26,5.225546
21.0,21,5.229883
17.0,17,5.233292
19.0,19,5.236222
17.0,17,5.241274
23.0,23,5.24524
22.0,22,5.24931
26.0,26,5.253583
21.0,21,5.259355
28.0,28,5.265128
25.0,25,5.270315
27.0,27,5.27556
22.0,22,5.281556
20.0,20,5.285279
17.0,17,5.288176
19.0,19,5.292031
23.0,23,5.298794
19.0,19,5.302568
21.0,21,5.306272
26.0,26,5.311256
23.0,23,5.31712
25.0,25,5.321391
27.0,27,5.326714
24.0,24,5.331492
21.0,21,5.336506
21.0,21,5.340756
19.0,19,5.344008
21.0,21,5.348459
23.0,23,5.353555
21.0,21,5.357909
23.0,23,5.361932
31.0,31,5.367389
17.0,17,5.371823
29.0,29,5.378137
19.0,19,5.381202
27.0,27,5.385961
20.0,20,5.390703
27.0,27,5.395606
27.0,27,5.400282
22.0,22,5.403901
29.0,29,5.410211
26.0,26,5.414958
19.0,19,5.418394
25.0,25,5.42256
33.0,33,5.429739
22.0,22,5.433888
18.0,18,5.436844
26.0,26,5.441433
25.0,25,5.447074
28.0,28,5.451985
22.0,22,5.45558
19.0,19,5.458889
29.0,29,5.465221
27.0,27,5.470106
26.0,26,5.474809
27.0,27,5.480015
18.0,18,5.484559
16.0,16,5.487342
23.0,23,5.491393
24.0,24,5.495663
23.0,23,5.500596
20.0,20,5.504133
26.0,26,5.50878
25.0,25,5.513116
26.0,26,5.519006
21.0,21,5.522651
28.0,28,5.527418
33.0,33,5.533535
24.0,24,5.539687
22.0,22,5.54397
29.0,29,5.549114
30.0,30,5.554242
23.0,23,5.559832
22.0,22,5.56454
29.0,29,5.569981
25.0,25,5.574965
21.0,21,5.580552
19.0,19,5.585076
27.0,27,5.590276
23.0,23,5.594647
30.0,30,5.601407
24.0,24,5.60609
29.0,29,5.611413
20.0,20,5.615069
23.0,23,5.620659
22.0,22,5.625006
32.0,32,5.630879
30.0,30,5.635856
24.0,24,5.641759
26.0,26,5.646631
40.0,40,5.653683
37.0,37,5.660151
29.0,29,5.666535
25.0,25,5.67098
27.0,27,5.675837
26.0,26,5.680704
26.0,26,5.686734
29.0,29,5.693081
29.0,29,5.698875
40.0,40,5.705995
27.0,27,5.711838
37.0,37,5.718841
22.0,22,5.722531
29.0,29,5.727376
30.0,30,5.734168
39.0,39,5.741248
32.0,32,5.747258
24.0,24,5.751363
39.0,39,5.759578
29.0,29,5.765042
34.0,34,5.770743
30.0,30,5.776261
36.0,36,5.784024
37.0,37,5.791264
27.0,27,5.796202
32.0,32,5.801782
32.0,32,5.809091
26.0,26,5.813632
32.0,32,5.819235
26.0,26,5.824139
28.0,28,5.830379
28.0,28,5.835237
35.0,35,5.84115
41.0,41,5.848556
40.0,40,5.857088
39.0,39,5.863758
36.0,36,5.86998
36.0,36,5.876267
42.0,42,5.885389
41.0,41,5.892356
34.0,34,5.899597
52.0,52,5.908692
41.0,41,5.917346
33.0,33,5.922959
44.0,44,5.930723
31.0,31,5.936158
40.0,40,5.945387
45.0,45,5.95316
56.0,56,5.963578
45.0,45,5.971231
46.0,46,5.981619
32.0,32,5.987523
42.0,42,5.994662
41.0,41,6.003066
44.0,44,6.013911
41.0,41,6.02097
38.0,38,6.028293
70.0,70,6.041603
45.0,45,6.050866
44.0,44,6.058773
35.0,35,6.065143
41.0,41,6.072216
47.0,47,6.082062
29.0,29,6.087029
32.0,32,6.092644
33.0,33,6.098199
38.0,38,6.10741
43.0,43,6.115776
42.0,42,6.123054
39.0,39,6.130285
61.0,61,6.142344
48.0,48,6.150668
49.0,49,6.158892
63.0,63,6.169605
70.0,70,6.18332
41.0,41,6.190498
65.0,65,6.235688
86.0,86,6.251185
78.0,78,6.26639
64.0,64,6.277593
60.0,60,6.287816
94.0,94,6.303739
93.0,93,6.321871
107.0,107,6.340204
104.0,104,6.357613
93.0,93,6.373513
99.0,99,6.392651
52.0,52,6.403135
63.0,63,6.414336
56.0,56,6.425177
101.0,101,6.444844
97.0,97,6.461682
101.0,101,6.480178
109.0,109,6.499931
118.0,118,6.52279
95.0,95,6.540093
122.0,122,6.560461
111.0,111,6.579048
98.0,98,6.597692
93.0,93,6.613536
126.0,126,6.635262
102.0,102,6.652968
88.0,88,6.669617
98.0,98,6.686066
114.0,114,6.705457
104.0,104,6.722792
89.0,89,6.740492
92.0,92,6.755929
99.0,99,6.77305
107.0,107,6.791313
78.0,78,6.806504
91.0,91,6.822671
93.0,93,6.839624
98.0,98,6.856396
120.0,120,6.879015
112.0,112,6.897823
102.0,102,6.916144
100.0,100,6.93369
110.0,110,6.955344
114.0,114,6.975559
104.0,104,6.993314
106.0,106,7.011476
107.0,107,7.031617
104.0,104,7.050231
134.0,134,7.07321
121.0,121,7.093993
102.0,102,7.113085
131.0,131,7.135595
92.0,92,7.152133
108.0,108,7.170593
123.0,123,7.192971
147.0,147,7.217956
95.0,95,7.233988
94.0,94,7.250311
99.0,99,7.269743
107.0,107,7.287662
98.0,98,7.304594
100.0,100,7.321783
101.0,101,7.340504
101.0,101,7.357517
99.0,99,7.375302
115.0,115,7.395424
99.0,99,7.414122
90.0,90,7.429677
114.0,114,7.450067
98.0,98,7.467709
123.0,123,7.490591
88.0,88,7.505277
115.0,115,7.524518
116.0,116,7.543971
95.0,95,7.561512
164.0,164,7.590299
117.0,117,7.6102
91.0,91,7.625566
118.0,118,7.64802
161.0,161,7.680636
146.0,146,7.717037
171.0,171,7.753236
158.0,158,7.800476
136.0,136,7.83568
110.0,110,7.865027
100.0,100,7.89144
142.0,142,7.930222
204.0,204,7.973293
105.0,105,8.000357
117.0,117,8.02761
123.0,123,8.053684
158.0,158,8.089772
109.0,109,8.111602
143.0,143,8.142069
116.0,116,8.16771
91.0,91,8.18512
104.0,104,8.204576
116.0,116,8.227434
98.0,98,8.247722
111.0,111,8.267024
145.0,145,8.291927
92.0,92,8.308813
113.0,113,8.331021
185.0,185,8.363958
141.0,141,8.388988
99.0,99,8.405481
153.0,153,8.434192
132.0,132,8.456427
151.0,151,8.481516
122.0,122,8.502368
107.0,107,8.523185
137.0,137,8.548106
93.0,93,8.565988
105.0,105,8.586385
111.0,111,8.608988
147.0,147,8.63726
110.0,110,8.656804
109.0,109,8.67613
143.0,143,8.702957
129.0,129,8.725916
108.0,108,8.746234
98.0,98,8.763598
159.0,159,8.793762
98.0,98,8.810603
119.0,119,8.8314
109.0,109,8.85084
108.0,108,8.870753
123.0,123,8.891992
147.0,147,8.917524
118.0,118,8.937262
135.0,135,8.963176
155.0,155,8.990625
199.0,199,9.026214
126.0,126,9.048974
143.0,143,9.075488
111.0,111,9.095125
135.0,135,9.118255
116.0,116,9.138147
130.0,130,9.163951
125.0,125,9.185304
116.0,116,9.205699
127.0,127,9.227644
126.0,126,9.251169
114.0,114,9.272326
121.0,121,9.293186
144.0,144,9.318343
150.0,150,9.347106
153.0,153,9.37414
148.0,148,9.399365
141.0,141,9.423118
160.0,160,9.452377
125.0,125,9.475101
99.0,99,9.492296
112.0,112,9.51156
114.0,114,9.533468
113.0,113,9.552947
114.0,114,9.573634
125.0,125,9.595298
111.0,111,9.616007
148.0,148,9.641421
100.0,100,9.658672
116.0,116,9.679615
135.0,135,9.704382
125.0,125,9.725731
117.0,117,9.746491
144.0,144,9.771241
179.0,179,9.804422
134.0,134,9.827919
160.0,160,9.855647
106.0,106,9.87336
114.0,114,9.89555
145.0,145,9.92021
130.0,130,9.94285
129.0,129,9.965314
124.0,124,9.989254
184.0,184,10.021564
174.0,174,10.051607
165.0,165,10.082128
133.0,133,10.113164
126.0,126,10.141441
112.0,112,10.170157
138.0,138,10.199527
117.0,117,10.221854
148.0,148,10.248513
158.0,158,10.276687
145.0,145,10.303396
162.0,162,10.333939
227.0,227,10.374819
126.0,126,10.397542
135.0,135,10.422362
132.0,132,10.448369
117.0,117,10.469687
130.0,130,10.492277
122.0,122,10.515112
137.0,137,10.541212
123.0,123,10.563645
122.0,122,10.585539
121.0,121,10.607073
117.0,117,10.631236
200.0,200,10.669481
115.0,115,10.690135
100.0,100,10.70876
158.0,158,10.745008
106.0,106,10.76371
139.0,139,10.788124
132.0,132,10.811141
147.0,147,10.83982
133.0,133,10.863195
150.0,150,10.892206
139.0,139,10.916386
132.0,132,10.94162
114.0,114,10.96187
99.0,99,10.979244
100.0,100,10.99665
96.0,96,11.015977
117.0,117,11.037975
125.0,125,11.059801
126.0,126,11.082703
146.0,146,11.10961
102.0,102,11.12744
115.0,115,11.14847
108.0,108,11.167403
103.0,103,11.186957
131.0,131,11.209629
176.0,176,11.240902
143.0,143,11.266241
146.0,146,11.292686
124.0,124,11.314647
95.0,95,11.331219
98.0,98,11.348999
113.0,113,11.370467
128.0,128,11.392503
158.0,158,11.420126
96.0,96,11.43706
112.0,112,11.458941
114.0,114,11.479009
102.0,102,11.49641
132.0,132,11.519145
102.0,102,11.538818
102.0,102,11.557173
105.0,105,11.575294
134.0,134,11.599481
108.0,108,11.620289
131.0,131,11.642916
108.0,108,11.663022
104.0,104,11.681046
101.0,101,11.700211
97.0,97,11.717131
112.0,112,11.736552
105.0,105,11.755054
90.0,90,11.773306
108.0,108,11.791944
91.0,91,11.807757
95.0,95,11.823754
97.0,97,11.842322
99.0,99,11.85919
104.0,104,11.878182
100.0,100,11.895725
108.0,108,11.916266
106.0,106,11.934758
104.0,104,11.952666
112.0,112,11.972854
106.0,106,11.992626
99.0,99,12.009679
100.0,100,12.027022
88.0,88,12.042466
93.0,93,12.060476
106.0,106,12.080306
110.0,110,12.09897
96.0,96,12.115532
91.0,91,12.132826
101.0,101,12.150162
98.0,98,12.167043
96.0,96,12.18424
100.0,100,12.202904
94.0,94,12.219058
98.0,98,12.235949
110.0,110,12.254404
103.0,103,12.273859
86.0,86,12.289415
91.0,91,12.304869
91.0,91,12.320589
106.0,106,12.3407
94.0,94,12.356358
104.0,104,12.374582
96.0,96,12.391979
92.0,92,12.409808
100.0,100,12.42707
114.0,114,12.44648
108.0,108,12.464953
102.0,102,12.483772
93.0,93,12.500496
82.0,82,12.514892
104.0,104,12.532429
105.0,105,12.552179
98.0,98,12.569046
113.0,113,12.588105
100.0,100,12.606018
101.0,101,12.624868
108.0,108,12.643429
97.0,97,12.659725
84.0,84,12.673996
94.0,94,12.692255
96.0,96,12.709724
88.0,88,12.724759
92.0,92,12.740284
103.0,103,12.759618
112.0,112,12.778782
81.0,81,12.792331
102.0,102,12.810434
82.0,82,12.826567
105.0,105,12.844665
97.0,97,12.861131
77.0,77,12.874323
98.0,98,12.892533
88.0,88,12.908478
102.0,102,12.926187
94.0,94,12.941894
98.0,98,12.961092
102.0,102,12.97854
90.0,90,12.993799
90.0,90,13.008444
90.0,90,13.026578
88.0,88,13.041577
96.0,96,13.057942
86.0,86,13.072395
94.0,94,13.090438
95.0,95,13.106291
82.0,82,13.121357
106.0,106,13.139056
96.0,96,13.157112
96.0,96,13.173436
109.0,109,13.192396
90.0,90,13.207405
98.0,98,13.227434
99.0,99,13.244141
96.0,96,13.260792
90.0,90,13.276403
108.0,108,13.296485
104.0,104,13.314129
94.0,94,13.330651
96.0,96,13.347134
98.0,98,13.366278
83.0,83,13.380658
106.0,106,13.398557
102.0,102,13.415788
93.0,93,13.434201
92.0,92,13.449862
82.0,82,13.463454
96.0,96,13.479644
88.0,88,13.496757
108.0,108,13.514918
97.0,97,13.532501
96.0,96,13.54893
88.0,88,13.565694
81.0,81,13.579198
88.0,88,13.593956
99.0,99,13.610809
91.0,91,13.627863
95.0,95,13.645329
104.0,104,13.662972
97.0,97,13.679014
92.0,92,13.696431
91.0,91,13.711917
83.0,83,13.725971
84.0,84,13.74102
90.0,90,13.758176
99.0,99,13.775248
100.0,100,13.79242
93.0,93,13.80793
92.0,92,13.825341
99.0,99,13.843325
104.0,104,13.861092
106.0,106,13.879476
86.0,86,13.895925
90.0,90,13.911712
88.0,88,13.926638
87.0,87,13.940932
88.0,88,13.958487
93.0,93,13.974506
84.0,84,13.988594
89.0,89,14.003543
80.0,80,14.018585
83.0,83,14.032975
86.0,86,14.047363
92.0,92,14.063875
80.0,80,14.079368
90.0,90,14.094927
75.0,75,14.107336
83.0,83,14.121602
80.0,80,14.136773
88.0,88,14.151804
89.0,89,14.168049
91.0,91,14.183608
84.0,84,14.199714
97.0,97,14.215963
85.0,85,14.230714
85.0,85,14.244909
91.0,91,14.263097
101.0,101,14.280882
92.0,92,14.296471
89.0,89,14.311572
87.0,87,14.328099
87.0,87,14.343021
78.0,78,14.356005
77.0,77,14.36962
80.0,80,14.384812
84.0,84,14.399319
85.0,85,14.414143
81.0,81,14.427611
97.0,97,14.445549
101.0,101,14.462687
81.0,81,14.477577
91.0,91,14.492858
97.0,97,14.511822
69.0,69,14.523537
94.0,94,14.539116
96.0,96,14.555153
88.0,88,14.571534
83.0,83,14.586415
82.0,82,14.600583
93.0,93,14.616153
81.0,81,14.631524
95.0,95,14.647925
99.0,99,14.66462
97.0,97,14.680597
95.0,95,14.699083
99.0,99,14.715329
87.0,87,14.73005
77.0,77,14.742701
79.0,79,14.757933
87.0,87,14.773198
107.0,107,14.792141
103.0,103,14.809627
107.0,107,14.82983
92.0,92,14.845468
105.0,105,14.862779
81.0,81,14.876718
80.0,80,14.891857
87.0,87,14.907543
80.0,80,14.921186
103.0,103,14.938684
94.0,94,14.956598
85.0,85,14.971046
93.0,93,14.986525
93.0,93,15.002802
77.0,77,15.017614
93.0,93,15.033584
78.0,78,15.046528
91.0,91,15.061959
97.0,97,15.079817
85.0,85,15.094621
99.0,99,15.112155
91.0,91,15.128863
82.0,82,15.147193
97.0,97,15.165552
97.0,97,15.182963
89.0,89,15.198193
92.0,92,15.216581
100.0,100,15.233591
81.0,81,15.247801
98.0,98,15.264078
92.0,92,15.281803
99.0,99,15.298488
85.0,85,15.313651
82.0,82,15.330405
91.0,91,15.34728
89.0,89,15.362769
93.0,93,15.378435
86.0,86,15.392598
93.0,93,15.411216
89.0,89,15.427611
111.0,111,15.446552
91.0,91,15.461427
93.0,93,15.479224
99.0,99,15.495515
96.0,96,15.511598
95.0,95,15.528779
90.0,90,15.546595
118.0,118,15.566438
99.0,99,15.583038
84.0,84,15.597096
97.0,97,15.615268
116.0,116,15.63562
107.0,107,15.65381
106.0,106,15.671428
109.0,109,15.691956
84.0,84,15.706104
93.0,93,15.721539
97.0,97,15.738436
87.0,87,15.755206
86.0,86,15.769652
97.0,97,15.786143
122.0,122,15.806228
95.0,95,15.82473
111.0,111,15.84495
89.0,89,15.860199
91.0,91,15.875557
105.0,105,15.895286
96.0,96,15.911271
87.0,87,15.925969
85.0,85,15.940788
103.0,103,15.960513
87.0,87,15.974977
104.0,104,15.992498
96.0,96,16.0089
94.0,94,16.027929
114.0,114,16.048364
97.0,97,16.065251
96.0,96,16.081165
119.0,119,16.103066
101.0,101,16.120358
89.0,89,16.135053
85.0,85,16.149762
92.0,92,16.166997
94.0,94,16.183039
86.0,86,16.197189
91.0,91,16.212418
102.0,102,16.231713
88.0,88,16.246486
101.0,101,16.2646
98.0,98,16.28102
86.0,86,16.297808
97.0,97,16.314045
102.0,102,16.331026
92.0,92,16.346448
118.0,118,16.369711
101.0,101,16.38715
96.0,96,16.403333
92.0,92,16.418877
93.0,93,16.436136
91.0,91,16.451322
106.0,106,16.47038
82.0,82,16.484331
119.0,119,16.50689
103.0,103,16.528658
106.0,106,16.547414
94.0,94,16.563844
90.0,90,16.582181
108.0,108,16.600659
84.0,84,16.61514
96.0,96,16.631339
96.0,96,16.649581
110.0,110,16.668204
99.0,99,16.685607
114.0,114,16.704828
96.0,96,16.723328
98.0,98,16.739927
108.0,108,16.75809
98.0,98,16.774767
110.0,110,16.795817
108.0,108,16.814053
96.0,96,16.830147
92.0,92,16.845556
98.0,98,16.864386
97.0,97,16.880617
103.0,103,16.89926
93.0,93,16.914967
89.0,89,16.931774
112.0,112,16.95065
96.0,96,16.966636
97.0,97,16.983043
91.0,91,17.000539
105.0,105,17.018398
100.0,100,17.035177
94.0,94,17.050721
104.0,104,17.070218
108.0,108,17.088449
98.0,98,17.10611
107.0,107,17.123801
97.0,97,17.142702
114.0,114,17.161721
119.0,119,17.181691
108.0,108,17.200415
101.0,101,17.219116
97.0,97,17.235397
112.0,112,17.254091
93.0,93,17.270092
108.0,108,17.290181
115.0,115,17.310232
104.0,104,17.327774
104.0,104,17.345231
104.0,104,17.364746
111.0,111,17.3835
104.0,104,17.400891
89.0,89,17.416725
95.0,95,17.434768
105.0,105,17.452551
113.0,113,17.471893
99.0,99,17.488244
110.0,110,17.508854
101.0,101,17.526899
104.0,104,17.544277
109.0,109,17.562823
93.0,93,17.580534
97.0,97,17.59665
103.0,103,17.614176
99.0,99,17.631727
87.0,87,17.648799
101.0,101,17.665834
141.0,141,17.689902
111.0,111,17.708181
115.0,115,17.730322
97.0,97,17.746866
99.0,99,17.763643
107.0,107,17.781898
102.0,102,17.800755
105.0,105,17.818631
92.0,92,17.834859
105.0,105,17.852982
97.0,97,17.871251
90.0,90,17.886775
110.0,110,17.904961
135.0,135,17.927495
112.0,112,17.949182
111.0,111,17.968201
101.0,101,17.985218
106.0,106,18.002948
85.0,85,18.019059
87.0,87,18.033522
88.0,88,18.049312
95.0,95,18.065465
85.0,85,18.081539
87.0,87,18.096383
80.0,80,18.109761
97.0,97,18.125712
104.0,104,18.145208
109.0,109,18.165195
115.0,115,18.184464
101.0,101,18.201748
104.0,104,18.221393
97.0,97,18.237725
135.0,135,18.261484
89.0,89,18.276814
93.0,93,18.294421
112.0,112,18.313431
96.0,96,18.32935
128.0,128,18.350768
95.0,95,18.369936
106.0,106,18.387825
109.0,109,18.406557
103.0,103,18.423832
104.0,104,18.443
108.0,108,18.461295
103.0,103,18.47985
95.0,95,18.496392
106.0,106,18.51564
104.0,104,18.533131
102.0,102,18.550395
103.0,103,18.567663
109.0,109,18.588655
99.0,99,18.605509
85.0,85,18.619649
100.0,100,18.63665
89.0,89,18.653207
98.0,98,18.670112
99.0,99,18.687777
117.0,117,18.708056
95.0,95,18.725837
97.0,97,18.742653
106.0,106,18.760082
95.0,95,18.776021
102.0,102,18.795813
97.0,97,18.81246
92.0,92,18.827875
102.0,102,18.844871
111.0,111,18.865474
117.0,117,18.886041
93.0,93,18.901968
91.0,91,18.917567
105.0,105,18.936985
93.0,93,18.953003
96.0,96,18.968981
107.0,107,18.987582
102.0,102,19.006348
93.0,93,19.021935
93.0,93,19.037353
89.0,89,19.052626
83.0,83,19.068191
82.0,82,19.082478
99.0,99,19.100354
102.0,102,19.117423
95.0,95,19.135485
110.0,110,19.153813
86.0,86,19.168246
112.0,112,19.187001
99.0,99,19.206791
101.0,101,19.223918
114.0,114,19.242861
110.0,110,19.26146
90.0,90,19.27825
98.0,98,19.295039
85.0,85,19.310242
84.0,84,19.324359
101.0,101,19.343327
83.0,83,19.357458
81.0,81,19.371112
85.0,85,19.385773
93.0,93,19.403318
100.0,100,19.421406
95.0,95,19.437954
102.0,102,19.455059
94.0,94,19.472812
94.0,94,19.488678
112.0,112,19.507504
96.0,96,19.524587
105.0,105,19.544564
87.0,87,19.559319
99.0,99,19.576227
89.0,89,19.591
94.0,94,19.608857
95.0,95,19.625412
91.0,91,19.640954
101.0,101,19.657925
98.0,98,19.67699
115.0,115,19.696522
